PIN,Property Class,Neighborhood Code,Land Square Feet,Town Code,Type of Residence,Apartments,Wall Material,Roof Material,Rooms,Bedrooms,Basement,Basement Finish,Central Heating,Other Heating,Central Air,Fireplaces,Attic Type,Attic Finish,Half Baths,Design Plan,Cathedral Ceiling,Construction Quality,Renovation,Site Desirability,Garage 1 Size,Garage 1 Material,Garage 1 Attachment,Garage 1 Area,Garage 2 Size,Garage 2 Material,Garage 2 Attachment,Garage 2 Area,Porch,Other Improvements,Building Square Feet,Repair Condition,Multi Code,Number of Commercial Units,Estimate (Land),Estimate (Building),Sale Date,Deed No.,Sale Price,Longitude,Latitude,Census Tract,Total Building Square Feet,Multi Property Indicator,Property Address,Modeling Group,Full Baths,Age,Use,Number of Units,Percent Ownership,Condo Class Factor,Multi-Family Indicator,Large Lot,"Condition, Desirability and Utility",Location Factor,O'Hare Noise,Floodplain,Road Proximity,Condo Strata,Sale Year,Sale Quarter,Sale Half-Year,Sale Quarter of Year,Sale Month of Year,Sale Half of Year,Most Recent Sale,Age Squared,Age Decade,Age Decade Squared,Lot Size Squared,Improvement Size Squared,Pure Market Filter,Garage Indicator,Neigborhood Code (mapping),Square root of lot size,Square root of age,Square root of improvement size,Town and Neighborhood,"Town and Neighborhood, SF Group Only"
16183200020000,205,60,5137,27,2,0,1,1,6,4,1,3,1,5,1,0,2,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1775,2,2,0,48800,392760,08/01/2017,01721308089,565000,-87.7974151499889,41.8684953121551,813200,,0,1102  CLINTON AVE OAK PARK,SF,1,109,1,,,,,0,,0.862122133828666,0,0,0,,2017,71,36,3,8,2,1,11881,10.9,118.81,26388769,3150625,1,1,60,71.67286794875729,10.44030650891055,42.13074886588179,2760,3
16183200050000,204,60,5137,27,5,0,1,1,7,3,1,3,1,5,0,0,1,1,1,2,2,2,,2,1,1,2,2,7,0,0,0,1,0,1953,2,2,0,48800,335660,05/03/2018,01812349274,308000,-87.7974043834821,41.8681866835278,813200,,0,1112  CLINTON AVE OAK PARK,SF,1,101,1,,,,,0,,0.896372890066959,0,0,0,,2018,74,37,2,5,1,1,10201,10.1,102.00999999999999,26388769,3814209,1,1,60,71.67286794875729,10.04987562112089,44.19275958796871,2760,3
16183200170000,203,60,4338,27,5,0,2,1,6,3,1,3,1,5,1,0,1,1,0,2,2,2,,2,2,1,2,2,7,0,0,0,2,0,1621,2,2,0,41210,264870,03/01/2017,01706049232,335000,-87.7973680661056,41.8671436820974,813200,,0,1142  CLINTON AVE OAK PARK,SF,2,97,1,,,,,0,,0.840325456396994,0,0,0,,2017,69,35,1,3,1,1,9409,9.7,94.08999999999999,18818244,2627641,1,1,60,65.86349520030045,9.848857801796104,40.26164427839479,2760,3
16183210090000,203,60,4566,27,1,0,1,1,6,3,1,3,2,5,0,0,3,,0,0,0,2,,2,3,1,2,2,7,0,0,0,3,0,1008,2,2,0,43370,205630,01/27/2017,01702719100,1,-87.7955114308467,41.8675398089083,813200,,0,1133 S GROVE AVE OAK PARK,SF,1,100,1,,,,,0,,0.828382112675796,0,0,0,,2017,69,35,1,1,1,1,10000,10,100,20848356,1016064,0,1,60,67.5721836261046,10,31.74901573277509,2760,
16183210100000,206,60,4566,27,2,0,1,1,9,3,3,1,2,5,0,0,2,1,1,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,2441,2,2,0,43370,423030,06/03/2016,01615539182,571500,-87.7955082232616,41.8674483835597,813200,,0,1135 S GROVE AVE OAK PARK,SF,1,100,1,,,,,0,,0.798083328413168,0,0,0,,2016,66,33,2,6,1,1,10000,10,100,20848356,5958481,1,1,60,67.5721836261046,10,49.4064773081425,2760,3
16183210130000,203,60,4795,27,1,0,1,1,6,3,1,3,1,5,0,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1050,2,2,0,45550,223300,04/26/2018,01811618034,655000,-87.7954987833145,41.8671809648475,813200,,0,1143 S GROVE AVE OAK PARK,SF,1,98,1,,,,,0,,0.885287189592153,0,0,0,,2018,74,37,2,4,1,1,9604,9.8,96.04000000000002,22992025,1102500,1,1,60,69.24593850905626,9.899494936611665,32.4037034920393,2760,3
16183220020000,203,60,5754,27,1,0,2,1,6,3,1,3,1,5,0,0,2,1,1,0,0,2,,2,3,1,2,2,7,0,0,0,1,0,1534,2,2,0,54660,280110,11/16/2015,01532010042,267000,-87.794801060099,41.8685695965117,813200,,0,1102 S GROVE AVE OAK PARK,SF,1,93,1,,,,,0,,0.770977782056571,0,0,0,,2015,64,32,4,11,2,1,8649,9.3,86.49000000000001,33108516,2353156,1,1,60,75.85512507405153,9.643650760992955,39.16631205513228,2760,2
16183220070000,206,60,3425,27,2,0,4,1,9,4,1,3,2,5,0,0,3,,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,2996,2,2,0,32530,483010,04/24/2018,01811404025,377500,-87.7947850704524,41.8681128244507,813200,,0,1116 S GROVE AVE OAK PARK,SF,2,91,1,,,,,0,,0.882871603363996,0,0,0,,2018,74,37,2,4,1,1,8281,9.1,82.80999999999999,11730625,8976016,1,1,60,58.52349955359813,9.539392014169456,54.735728733616035,2760,3
16183220080000,203,60,4566,27,1,0,1,1,6,3,1,3,1,5,0,0,2,1,0,0,0,2,,2,3,1,2,2,7,0,0,0,1,0,1134,2,2,0,43370,280600,04/19/2013,01310931024,171200,-87.7947823056856,41.8680328015953,813200,,0,1118 S GROVE AVE OAK PARK,SF,1,99,1,,,,,0,,0.650820205538908,0,0,0,,2013,54,27,2,4,1,0,9801,9.9,98.01,20848356,1285956,1,1,60,67.5721836261046,9.9498743710662,33.67491648096547,2760,2
16183220080000,203,60,4566,27,1,0,1,1,6,3,1,3,1,5,0,0,2,1,0,0,0,2,,2,3,1,2,2,7,0,0,0,1,0,1134,2,2,0,43370,280600,08/27/2013,01323942087,429000,-87.7947823056856,41.8680328015953,813200,,0,1118 S GROVE AVE OAK PARK,SF,1,99,1,,,,,0,,0.667285675594267,0,0,0,,2013,55,28,3,8,2,1,9801,9.9,98.01,20848356,1285956,1,1,60,67.5721836261046,9.9498743710662,33.67491648096547,2760,3
16183220380000,202,60,4521,27,1,0,2,1,6,3,1,1,1,5,1,0,3,,0,0,0,2,,2,0,0,0,0,7,0,0,0,3,0,918,2,2,0,42940,223990,05/10/2017,01713015151,380000,-87.7941934565636,41.8672889236641,813200,,0,1141 S OAK PARK AVE OAK PARK,SF,2,93,1,,,,,0,,0.834299062113573,0,0,0,,2017,70,35,2,5,1,1,8649,9.3,86.49000000000001,20439441,842724,1,0,60,67.23838189605696,9.643650760992955,30.298514815086232,2760,3
16183220400000,203,60,4521,27,1,0,4,1,6,3,1,3,2,5,0,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,877,2,2,0,42940,257940,01/10/2013,01301054021,256000,-87.7941871245123,41.8671056746492,813200,,0,1147 S OAK PARK AVE OAK PARK,SF,1,90,1,,,,,0,,0.633761065444689,0,0,0,,2013,53,27,1,1,1,1,8100,9,81,20439441,769129,1,1,60,67.23838189605696,9.486832980505138,29.614185789921695,2760,2
16183220410000,204,60,5754,27,5,0,2,1,8,4,1,3,2,5,0,0,2,1,0,2,2,2,,2,0,0,0,0,7,0,0,0,2,0,2175,2,2,0,54660,372780,01/07/2013,01300712125,433700,-87.7947547893048,41.8672445773118,813200,,0,1142 S GROVE AVE OAK PARK,SF,2,99,1,,,,,0,,0.636566542682936,0,0,0,,2013,53,27,1,1,1,0,9801,9.9,98.01,33108516,4730625,1,0,60,75.85512507405153,9.9498743710662,46.636895265444075,2760,3
16183220410000,204,60,5754,27,5,0,2,1,8,4,1,3,2,5,0,0,2,1,0,2,2,2,,2,0,0,0,0,7,0,0,0,2,0,2175,2,2,0,54660,372780,10/10/2018,01828319307,561000,-87.7947547893048,41.8672445773118,813200,,0,1142 S GROVE AVE OAK PARK,SF,2,105,1,,,,,0,,0.902800527731896,0,0,0,,2018,76,38,4,10,2,1,11025,10.5,110.25,33108516,4730625,1,0,60,75.85512507405153,10.246950765959598,46.636895265444075,2760,3
16183220431002,299,60,6868,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,30590,105510,05/29/2013,01314949060,122000,-87.7942162793532,41.8679514143542,813200,,0,1121 S OAK PARK AVE OAK PARK,NCHARS,1,10,1,7,0.33,299,,0,,0.652766829799296,0,0,0,,2013,54,27,2,5,1,1,100,1,1,47169424,,1,,60,82.87339742040264,3.16227766016838,,2760,1
16183220470000,295,60,1332,27,3,0,2,1,6,3,1,3,1,5,1,0,3,,1,2,2,2,,2,1,2,2,2,7,0,0,0,3,0,2149,2,2,0,12650,325140,06/28/2016,01618019064,425000,-87.7943753770334,41.8673582777578,813200,,0,1139 S OAK PARK AVE OAK PARK,SF,2,10,1,,,,,0,,0.795346707937154,0,0,0,,2016,66,33,2,6,1,1,100,1,1,1774224,4618201,1,1,60,36.49657518178932,3.16227766016838,46.357307945997036,2760,3
16183230030000,205,60,4250,27,2,0,4,1,8,3,1,3,1,5,1,0,3,,1,2,2,2,,2,0,0,0,0,7,0,0,0,3,0,1348,2,2,0,40370,279170,07/15/2013,01319604028,412000,-87.802957388893,41.8664863774366,813200,,0,1156 S MAPLE AVE OAK PARK,SF,1,88,1,,,,,0,,0.688198649909594,0,0,1,,2013,55,28,3,7,2,1,7744,8.8,77.44000000000001,18062500,1817104,1,0,60,65.19202405202648,9.38083151964686,36.71511950137164,2760,3
16183230080000,202,60,5667,27,1,0,4,1,5,2,1,1,1,5,0,0,3,,0,0,0,2,,2,3,1,2,2,7,0,0,0,1,0,950,2,2,0,53830,272130,09/14/2017,01725749138,334000,-87.802941326808,41.8660412251131,813200,,0,1168 S MAPLE AVE OAK PARK,SF,1,91,1,,,,,0,,0.880239182564422,0,0,1,,2017,71,36,3,9,2,1,8281,9.1,82.80999999999999,32114889,902500,1,1,60,75.27947927556353,9.539392014169456,30.822070014844883,2760,3
16183230130000,205,60,4250,27,2,0,4,1,6,3,1,3,1,5,1,0,3,,0,2,0,2,,2,3,4,2,2,7,0,0,0,1,163,1400,2,2,0,40370,295820,08/15/2018,01822712046,335000,-87.8029223512212,41.8655145280905,813200,,0,1184 S MAPLE AVE OAK PARK,SF,1,94,1,,,,,0,,0.921843163086499,0,0,1,,2018,75,38,3,8,2,1,8836,9.4,88.36000000000001,18062500,1960000,1,1,60,65.19202405202648,9.695359714832659,37.416573867739416,2760,3
16183230150000,204,60,8550,27,5,0,1,1,7,4,1,1,2,5,1,0,1,1,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1854,2,2,0,81220,404690,07/03/2014,01418448020,550000,-87.8022653204544,41.8665328642998,813200,,0,1155  WISCONSIN AVE OAK PARK,SF,1,99,1,,,,,0,,0.731609578113532,0,0,0,,2014,59,30,3,7,2,0,9801,9.9,98.01,73102500,3437316,1,1,60,92.46621004453465,9.9498743710662,43.05810028322197,2760,3
16183230150000,204,60,8550,27,5,0,1,1,7,4,1,1,2,5,1,0,1,1,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1854,2,2,0,81220,404690,06/20/2018,01817146024,570000,-87.8022653204544,41.8665328642998,813200,,0,1155  WISCONSIN AVE OAK PARK,SF,1,102,1,,,,,0,,0.91500958303784,0,0,0,,2018,74,37,2,6,1,1,10404,10.2,104.03999999999999,73102500,3437316,1,1,60,92.46621004453465,10.099504938362077,43.05810028322197,2760,3
16183230210000,205,60,8550,27,2,0,1,1,6,3,3,1,2,5,0,0,3,,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1562,2,2,0,81220,354930,08/04/2017,01721618042,460500,-87.8022399867028,41.8658476964814,813200,,0,1175  WISCONSIN AVE OAK PARK,SF,1,106,1,,,,,0,,0.873365640861295,0,0,1,,2017,71,36,3,8,2,1,11236,10.6,112.36,73102500,2439844,1,1,60,92.46621004453465,10.295630140987,39.52214569073901,2760,3
16183230240000,206,60,8550,27,2,0,3,1,14,5,3,1,2,5,1,0,3,,1,2,2,2,1,2,3,1,2,2,7,0,0,0,3,0,4436,2,2,0,81220,790210,01/05/2018,01800513042,1,-87.8022292713212,41.8655568782742,813200,,0,1183  WISCONSIN AVE OAK PARK,SF,3,109,1,,,,,0,,0.89242083584734,0,0,1,,2018,73,37,1,1,1,1,11881,10.9,118.81,73102500,19678096,0,1,60,92.46621004453465,10.44030650891055,66.60330322138685,2760,
16183240160000,205,60,3750,27,2,0,1,1,6,3,1,3,1,5,1,0,3,,0,0,0,2,,2,3,1,2,2,7,0,0,0,3,0,1240,2,2,0,35620,291520,12/12/2014,01434629024,178000,-87.8013987078297,41.8655959989008,813200,,0,1182  WISCONSIN AVE OAK PARK,SF,1,93,1,,,,,0,,0.748726132498991,0,0,1,,2014,60,30,4,12,2,0,8649,9.3,86.49000000000001,14062500,1537600,1,1,60,61.237243569579455,9.643650760992955,35.21363372331802,2760,2
16183240160000,205,60,3750,27,2,0,1,1,6,3,1,3,1,5,1,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1240,2,2,0,35620,291520,11/09/2018,01831304114,352500,-87.8013987078297,41.8655959989008,813200,,0,1182  WISCONSIN AVE OAK PARK,SF,2,96,1,,,,,0,,0.929592988184013,0,0,1,,2018,76,38,4,11,2,1,9216,9.6,92.16,14062500,1537600,1,1,60,61.237243569579455,9.797958971132712,35.21363372331802,2760,3
16183240170000,205,60,3750,27,2,0,1,1,6,3,1,3,1,5,0,0,3,,0,0,0,2,,2,3,1,2,2,7,0,0,0,1,0,1176,2,2,0,35620,275510,09/11/2015,01525442034,280000,-87.8013961553578,41.8655273531662,813200,,0,1184  WISCONSIN AVE OAK PARK,SF,1,93,1,,,,,0,,0.783199969784395,0,0,1,,2015,63,32,3,9,2,1,8649,9.3,86.49000000000001,14062500,1382976,1,1,60,61.237243569579455,9.643650760992955,34.292856398964496,2760,3
16183240260000,205,60,5100,27,2,0,4,1,6,3,1,1,1,5,1,1,1,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1464,2,2,0,48450,315200,09/18/2017,01726146002,464500,-87.8007979514564,41.865825599697,813200,,0,1177  WENONAH AVE OAK PARK,SF,1,93,1,,,,,0,,0.875557890577966,0,0,1,,2017,71,36,3,9,2,0,8649,9.3,86.49000000000001,26010000,2143296,1,1,60,71.4142842854285,9.643650760992955,38.262252939417984,2760,3
16183240260000,205,60,5100,27,2,0,4,1,6,3,1,1,1,5,1,1,1,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1464,2,2,0,48450,315200,09/05/2018,01824812012,455000,-87.8007979514564,41.865825599697,813200,,0,1177  WENONAH AVE OAK PARK,SF,1,96,1,,,,,0,,0.920141317189399,0,0,1,,2018,75,38,3,9,2,1,9216,9.6,92.16,26010000,2143296,1,1,60,71.4142842854285,9.797958971132712,38.262252939417984,2760,3
16183240280000,205,60,5100,27,2,0,1,1,6,3,1,3,2,5,0,1,2,3,0,2,2,2,,2,0,0,0,0,7,0,0,0,1,0,1456,2,2,0,48450,361710,08/15/2016,01622850085,417500,-87.8007911553205,41.865642471141,813200,,0,1183  WENONAH AVE OAK PARK,SF,1,93,1,,,,,0,,0.824742340535686,0,0,1,,2016,67,34,3,8,2,0,8649,9.3,86.49000000000001,26010000,2119936,1,0,60,71.4142842854285,9.643650760992955,38.157568056677825,2760,3
16183240280000,205,60,5100,27,2,0,1,1,6,3,1,3,2,5,0,1,2,3,0,2,2,2,,2,0,0,0,0,7,0,0,0,1,0,1456,2,2,0,48450,361710,07/27/2016,01620929072,185000,-87.8007911553205,41.865642471141,813200,,0,1183  WENONAH AVE OAK PARK,SF,1,93,1,,,,,0,,0.822335848758367,0,0,1,,2016,67,34,3,7,2,0,8649,9.3,86.49000000000001,26010000,2119936,1,0,60,71.4142842854285,9.643650760992955,38.157568056677825,2760,2
16183240280000,205,60,5100,27,2,0,1,1,6,3,1,3,2,5,0,1,2,3,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1456,2,2,0,48450,361710,09/13/2018,01825619393,426500,-87.8007911553205,41.865642471141,813200,,0,1183  WENONAH AVE OAK PARK,SF,1,96,1,,,,,0,,0.920875354166592,0,0,1,,2018,75,38,3,9,2,1,9216,9.6,92.16,26010000,2119936,1,1,60,71.4142842854285,9.797958971132712,38.157568056677825,2760,3
16183240460000,206,60,7350,27,2,0,1,1,7,4,1,3,2,5,0,1,3,,1,0,0,2,,2,4,1,2,2,7,0,0,0,3,0,2496,2,2,0,69820,387680,11/17/2014,01432147065,457500,-87.8008302535207,41.8666965443828,813200,,0,1153  WENONAH AVE OAK PARK,SF,1,116,1,,,,,0,,0.7457432736069,0,0,0,,2014,60,30,4,11,2,1,13456,11.6,134.56,54022500,6230016,1,1,60,85.73214099741124,10.770329614269007,49.95998398718719,2760,3
16183250030000,204,60,5624,27,5,0,2,1,7,4,1,3,1,5,1,1,1,1,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1944,2,2,0,53420,349340,04/04/2013,01309442000,365000,-87.8000347654369,41.8665095515766,813200,,0,1156  WENONAH AVE OAK PARK,SF,2,91,1,,,,,0,,0.668182087562108,0,0,0,,2013,54,27,2,4,1,1,8281,9.1,82.80999999999999,31629376,3779136,1,1,60,74.9933330370107,9.539392014169456,44.090815370097204,2760,3
16183250050000,203,60,5624,27,5,0,3,1,7,4,1,3,1,5,0,0,2,1,1,0,0,2,,2,3,1,2,2,7,0,0,0,1,0,1250,2,2,0,53420,242630,05/23/2018,01814349180,395000,-87.8000272644108,41.8663010619996,813200,,0,1162  WENONAH AVE OAK PARK,SF,1,94,1,,,,,0,,0.905328305780353,0,0,0,,2018,74,37,2,5,1,1,8836,9.4,88.36000000000001,31629376,1562500,1,1,60,74.9933330370107,9.695359714832659,35.35533905932738,2760,3
16183250080000,203,60,4736,27,5,0,1,1,6,3,1,3,1,5,1,0,2,1,1,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1487,2,2,0,44990,268700,04/16/2015,01510641018,358000,-87.8000162670819,41.8659965630843,813200,,0,1172  WENONAH AVE OAK PARK,SF,1,93,1,,,,,0,,0.761346644882454,0,0,0,,2015,62,31,2,4,1,1,8649,9.3,86.49000000000001,22429696,2211169,1,1,60,68.81860213634101,9.643650760992955,38.561638969317684,2760,3
16183250140000,203,60,6068,27,1,0,4,1,6,3,1,3,1,5,0,1,2,3,0,2,0,2,,2,3,1,2,2,7,0,0,0,3,0,1309,2,2,0,57640,286880,10/22/2015,01529542103,250000,-87.7994274715662,41.8667324045228,813200,,0,1151  HOME AVE OAK PARK,SF,1,93,1,,,,,0,,0.784519511010924,0,0,0,,2015,64,32,4,10,2,0,8649,9.3,86.49000000000001,36820624,1713481,1,1,60,77.89736837660179,9.643650760992955,36.180105030251084,2760,2
16183250140000,203,60,6068,27,2,0,3,1,6,3,3,1,1,5,0,1,3,,2,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,2644,2,3,0,57640,286880,06/28/2016,01618019086,730000,-87.7994274715662,41.8667324045228,813200,,0,1151  HOME AVE OAK PARK,SF,2,93,1,,,,,0,,0.816183876502,0,0,0,,2016,66,33,2,6,1,1,8649,9.3,86.49000000000001,36820624,6990736,1,1,60,77.89736837660179,9.643650760992955,51.419840528729765,2760,3
16183250190000,203,60,5624,27,5,0,4,1,8,4,1,3,1,5,1,1,1,1,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1553,2,2,0,53420,31890,10/26/2016,01630015131,202000,-87.7994091685813,41.8662076294807,813200,,0,1167  HOME AVE OAK PARK,SF,2,96,1,,,,,0,,0.830539213570926,0,0,0,,2016,68,34,4,10,2,0,9216,9.6,92.16,31629376,2411809,1,1,60,74.9933330370107,9.797958971132712,39.408120990476064,2760,2
16183250190000,203,60,5624,27,5,0,4,1,8,4,1,3,1,5,1,1,1,1,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1553,2,2,0,53420,31890,05/26/2017,01714641090,416000,-87.7994091685813,41.8662076294807,813200,,0,1167  HOME AVE OAK PARK,SF,2,96,1,,,,,0,,0.857390595507357,0,0,0,,2017,70,35,2,5,1,1,9216,9.6,92.16,31629376,2411809,1,1,60,74.9933330370107,9.797958971132712,39.408120990476064,2760,3
16183250240000,204,60,4440,27,5,0,1,1,10,5,1,1,1,5,1,0,1,1,0,2,2,2,,2,2,1,2,2,7,0,0,0,3,0,2323,2,2,0,42180,445850,05/29/2018,01814942006,475000,-87.7993926211256,41.8657385179201,813200,,0,1179  HOME AVE OAK PARK,SF,3,97,1,,,,,0,,0.903284678712778,0,0,1,,2018,74,37,2,5,1,1,9409,9.7,94.08999999999999,19713600,5396329,1,1,60,66.63332499583073,9.848857801796104,48.19751030914356,2760,3
16183250250000,205,60,4588,27,2,0,4,1,7,3,1,3,1,5,0,0,3,,1,2,0,2,,2,3,1,2,2,7,0,0,0,3,133,1597,2,2,0,43580,318500,09/19/2017,01726208022,307500,-87.7993897233786,41.8656548724574,813200,,0,1183  HOME AVE OAK PARK,SF,1,89,1,,,,,0,,0.871243381225959,0,0,1,,2017,71,36,3,9,2,0,7921,8.9,79.21000000000001,21049744,2550409,1,1,60,67.7347768875044,9.433981132056603,39.96248240537617,2760,3
16183250250000,205,60,4588,27,2,0,4,1,7,3,1,3,1,5,1,0,2,3,1,2,2,2,,2,0,0,0,0,7,0,0,0,3,133,1597,2,2,0,43580,318500,10/12/2018,01828547006,560000,-87.7993897233786,41.8656548724574,813200,,0,1183  HOME AVE OAK PARK,SF,1,92,1,,,,,0,,0.920386476468108,0,0,1,,2018,76,38,4,10,2,1,8464,9.2,84.63999999999999,21049744,2550409,1,0,60,67.7347768875044,9.591663046625438,39.96248240537617,2760,3
16183250260000,204,60,4440,27,5,0,1,1,6,3,1,3,1,5,0,0,2,1,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1894,2,2,0,42180,275390,08/13/2015,01522518067,252500,-87.7993868141862,41.8655711718072,813200,,0,1187  HOME AVE OAK PARK,SF,1,94,1,,,,,0,,0.773847888375207,0,0,1,,2015,63,32,3,8,2,1,8836,9.4,88.36000000000001,19713600,3587236,1,1,60,66.63332499583073,9.695359714832659,43.520110293977886,2760,2
16183260010000,203,60,4566,27,5,0,1,1,7,4,1,3,1,5,0,0,1,1,0,0,0,2,,2,3,1,2,2,7,0,0,0,1,0,1443,2,2,0,43370,252960,01/13/2014,01401326017,300500,-87.7986632332134,41.8667559734867,813200,,0,1150  HOME AVE OAK PARK,SF,1,101,1,,,,,0,,0.699974817106923,0,0,0,,2014,57,29,1,1,1,0,10201,10.1,102.00999999999999,20848356,2082249,1,1,60,67.5721836261046,10.04987562112089,37.986839826445156,2760,3
16183260010000,203,60,4566,27,5,0,1,1,7,4,1,3,1,5,0,0,1,1,0,0,0,2,,2,3,1,2,2,7,0,0,0,1,0,1443,2,2,0,43370,252960,12/13/2016,01634855058,1,-87.7986632332134,41.8667559734867,813200,,0,1150  HOME AVE OAK PARK,SF,1,101,1,,,,,0,,0.834865014098903,0,0,0,,2016,68,34,4,12,2,1,10201,10.1,102.00999999999999,20848356,2082249,0,1,60,67.5721836261046,10.04987562112089,37.986839826445156,2760,
16183260040000,205,60,4566,27,2,0,4,1,6,3,1,3,2,5,0,1,3,,0,2,0,2,,2,4,1,2,2,7,0,0,0,1,200,2180,2,2,0,43370,386630,05/30/2014,01415035073,430000,-87.7986536192067,41.8664821338204,813200,,0,1158  HOME AVE OAK PARK,SF,1,101,1,,,,,0,,0.716884576208615,0,0,0,,2014,58,29,2,5,1,1,10201,10.1,102.00999999999999,20848356,4752400,1,1,60,67.5721836261046,10.04987562112089,46.69047011971501,2760,3
16183260050000,205,60,4566,27,2,0,4,1,5,3,1,3,2,5,1,0,3,,0,2,2,2,,2,6,1,2,2,7,0,0,0,1,0,1340,2,2,0,43370,356960,07/17/2017,01719808106,435000,-87.7986504105128,41.8663902397999,813200,,0,1160  HOME AVE OAK PARK,SF,1,101,1,,,,,0,,0.861635182774099,0,0,0,,2017,71,36,3,7,2,1,10201,10.1,102.00999999999999,20848356,1795600,1,1,60,67.5721836261046,10.04987562112089,36.60601043544625,2760,3
16183260060000,205,60,4566,27,2,0,4,1,6,3,3,1,1,5,1,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1256,2,2,0,43370,316630,06/03/2014,01415419009,285000,-87.7986472165469,41.8662992268564,813200,,0,1164  HOME AVE OAK PARK,SF,1,103,1,,,,,0,,0.717102888801262,0,0,0,,2014,58,29,2,6,1,1,10609,10.3,106.09000000000002,20848356,1577536,1,1,60,67.5721836261046,10.14889156509222,35.4400902933387,2760,3
16183260070000,203,60,4566,27,5,0,1,1,7,3,3,1,1,5,1,0,2,1,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1534,2,2,0,43370,314190,07/17/2018,01819816016,1,-87.7986440136478,41.8662078009516,813200,,0,1166  HOME AVE OAK PARK,SF,2,104,1,,,,,0,,0.90758036131549,0,0,0,,2018,75,38,3,7,2,0,10816,10.4,108.16000000000001,20848356,2353156,0,1,60,67.5721836261046,10.198039027185569,39.16631205513228,2760,
16183260070000,203,60,4566,27,5,0,1,1,7,3,3,1,1,5,1,0,2,1,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1534,2,2,0,43370,314190,09/26/2018,01826957017,246750,-87.7986440136478,41.8662078009516,813200,,0,1166  HOME AVE OAK PARK,SF,2,104,1,,,,,0,,0.916573041114956,0,0,0,,2018,75,38,3,9,2,1,10816,10.4,108.16000000000001,20848356,2353156,1,1,60,67.5721836261046,10.198039027185569,39.16631205513228,2760,2
16183260210000,205,60,5137,27,2,0,1,1,6,3,1,1,1,5,1,0,1,3,1,2,0,2,,2,3,1,2,2,7,0,0,0,1,0,1376,2,2,0,48800,373840,04/24/2017,01711412057,315000,-87.7980814779142,41.8662122996057,813200,,0,1167  CLINTON AVE OAK PARK,SF,1,105,1,,,,,0,,0.848636451096422,0,0,0,,2017,70,35,2,4,1,1,11025,10.5,110.25,26388769,1893376,1,1,60,71.67286794875729,10.246950765959598,37.094473981982816,2760,3
16183270030000,206,60,4566,27,2,0,4,1,8,4,1,1,1,5,1,1,1,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,2217,2,2,0,43370,381320,05/10/2018,01813034058,1,-87.7973488007635,41.8665959486017,813200,,0,1156  CLINTON AVE OAK PARK,SF,2,95,1,,,,,0,,0.894530670497065,0,0,0,,2018,74,37,2,5,1,1,9025,9.5,90.25,20848356,4915089,0,1,60,67.5721836261046,9.746794344808963,47.085029467974216,2760,
16183270040000,205,60,4566,27,2,0,4,1,6,3,1,1,2,5,1,0,3,,0,2,2,2,,2,0,0,0,0,7,0,0,0,3,0,1328,2,3,0,43370,274360,06/06/2016,01615810071,560000,-87.7973455450543,41.8665045231111,813200,,0,1158  CLINTON AVE OAK PARK,SF,1,92,1,,,,,0,,0.805346667591828,0,0,0,,2016,66,33,2,6,1,1,8464,9.2,84.63999999999999,20848356,1763584,1,0,60,67.5721836261046,9.591663046625438,36.4417343165772,2760,3
16183270060000,203,60,4566,27,1,0,2,1,5,3,1,3,2,5,0,0,3,,0,0,0,2,,2,3,1,2,2,7,0,0,0,3,0,1280,2,2,0,43370,343050,05/08/2014,01412818060,588000,-87.7973390615538,41.8663216287907,813200,,0,1164  CLINTON AVE OAK PARK,SF,1,93,1,,,,,0,,0.708803762356453,0,0,0,,2014,58,29,2,5,1,1,8649,9.3,86.49000000000001,20848356,1638400,1,1,60,67.5721836261046,9.643650760992955,35.77708763999664,2760,3
